Date,BIL,BND,DTB3,EFA,RWR,SPY,VBMFX,VNQ,VTI,VXUS
2017-07-13,45.588,80.945,1.03,65.86,91.024,243.22,8.427376747131348,81.457,125.13,52.454
2017-07-14,45.608,80.975,1.02,66.32,91.837,244.35,8.435218811035156,82.239,125.69,52.941
2017-07-17,45.598,81.084,1.05,66.19,92.64,244.32,8.44305419921875,82.902,125.69,52.742
2017-07-18,45.598,81.274,1.05,66.25,92.482,244.45,8.466570854187012,82.724,125.77,52.881
2017-07-19,45.598,81.284,1.09,66.54,93.146,245.78,8.466570854187012,83.347,126.5,53.16
2017-07-20,45.598,81.333,1.13,66.81,92.68,245.88,8.466570854187012,82.961,126.58,53.359
2017-07-21,45.598,81.421,1.14,66.55,92.561,245.67,8.482250213623047,82.902,126.41,53.13
2017-07-24,45.598,81.381,1.15,66.37,92.383,245.61,8.474414825439453,82.743,126.42,53.13
2017-07-25,45.598,81.074,1.16,66.46,92.561,246.2,8.44305419921875,82.852,126.84,53.19
2017-07-26,45.608,81.274,1.11,66.87,93.226,246.21,8.458733558654785,83.426,126.75,53.478
2017-07-27,45.618,81.174,1.09,66.72,93.384,245.98,8.450896263122559,83.525,126.53,53.329
2017-07-28,45.608,81.323,1.06,66.79,93.136,245.7,8.458733558654785,83.298,126.32,53.329
2017-07-31,45.608,81.313,1.05,66.93,93.037,245.56,8.476015090942383,83.407,126.25,53.428
2017-08-01,45.62,81.471,1.06,67.3,93.513,246.1,8.499579429626465,83.783,126.51,53.767
2017-08-02,45.63,81.421,1.06,67.33,92.621,246.22,8.491726875305176,83.021,126.39,53.757
2017-08-03,45.63,81.591,1.06,67.37,92.412,245.75,8.507441520690918,82.852,126.1,53.667
2017-08-04,45.63,81.461,1.06,67.46,92.72,246.19,8.491726875305176,83.129,126.37,53.767
2017-08-07,45.63,81.491,1.01,67.49,92.759,246.65,8.491726875305176,83.04,126.62,53.826
2017-08-08,45.63,81.381,1.04,67.13,92.363,246.04,8.483868598937988,82.644,126.27,53.627
2017-08-09,45.63,81.441,1.04,67.02,91.986,246.03,8.491726875305176,82.367,126.13,53.468
2017-08-10,45.63,81.561,1.03,66.07,91.4,242.56,8.499579429626465,81.773,124.28,52.613
2017-08-11,45.64,81.631,1.01,65.95,90.736,242.92,8.507441520690918,81.269,124.51,52.623
2017-08-14,45.63,81.571,1.01,66.43,92.244,245.33,8.491726875305176,82.625,125.78,53.021
2017-08-15,45.64,81.431,1.02,66.38,91.906,245.3,8.483868598937988,82.377,125.66,52.911
2017-08-16,45.63,81.551,1.0,66.76,92.065,245.73,8.491726875305176,82.704,125.89,53.289
2017-08-17,45.64,81.701,0.98,66.01,91.539,241.89,8.507441520690918,82.189,123.89,52.653
2017-08-18,45.63,81.661,1.0,66.19,90.637,241.52,8.507441520690918,81.358,123.68,52.832
2017-08-21,45.64,81.701,0.99,66.17,91.539,241.71,8.507441520690918,82.229,123.86,52.941
2017-08-22,45.65,81.601,0.99,66.49,91.222,244.23,8.499579429626465,81.991,125.1,53.15
2017-08-23,45.65,81.84,0.98,66.5,92.135,243.36,8.51529312133789,82.833,124.73,53.239
2017-08-24,45.65,81.721,1.0,66.35,91.797,242.79,8.507441520690918,82.575,124.53,53.249
2017-08-25,45.64,81.82,1.01,66.75,92.273,243.36,8.51529312133789,82.971,124.82,53.588
2017-08-28,45.65,81.859,0.97,66.75,91.46,243.37,8.51529312133789,82.338,124.87,53.558
2017-08-29,45.65,81.948,1.01,66.48,91.311,243.65,8.531003952026367,82.249,124.92,53.339
2017-08-30,45.65,81.938,1.01,66.39,91.877,244.8,8.523148536682129,82.714,125.58,53.309
2017-08-31,45.66,82.008,0.99,66.9,92.303,246.27,8.548334121704102,83.189,126.44,53.717
2017-09-01,45.66,81.868,1.0,66.99,92.7,246.62,8.532591819763184,83.476,126.73,53.866
2017-09-05,45.64,82.208,1.01,66.54,92.363,244.85,8.571950912475586,83.248,125.75,53.458
2017-09-06,45.66,82.068,1.05,66.95,92.74,245.69,8.556207656860352,83.466,126.1,53.836
2017-09-07,45.66,82.327,1.03,67.5,93.305,245.66,8.579822540283203,84.001,126.04,54.244
2017-09-08,45.65,82.238,1.02,67.51,93.454,245.37,8.571950912475586,84.07,125.95,54.194
2017-09-11,45.65,81.988,1.04,68.04,94.188,247.98,8.540465354919434,84.842,127.3,54.662
2017-09-12,45.665,81.868,1.02,68.25,93.037,248.82,8.5247220993042,83.842,127.79,54.692
2017-09-13,45.67,81.77,1.02,67.88,92.968,248.94,8.516849517822266,83.624,127.85,54.443
2017-09-14,45.66,81.82,1.03,68.0,93.93,248.86,8.5247220993042,84.317,127.81,54.562
2017-09-15,45.66,81.83,1.03,68.06,94.02,249.19,8.5247220993042,84.476,128.05,54.702
2017-09-18,45.66,81.77,1.04,68.15,93.56,249.72,8.516849517822266,84.02,128.36,54.791
2017-09-19,45.68,81.71,1.03,68.47,92.84,249.97,8.508976936340332,83.466,128.42,54.98
2017-09-20,45.68,81.64,1.02,68.32,92.68,250.06,8.501105308532715,83.238,128.63,54.89
2017-09-21,45.68,81.62,1.02,68.18,92.46,249.39,8.501105308532715,83.08,128.27,54.79
2017-09-22,45.68,81.7,1.01,68.39,91.86,249.44,8.508976936340332,82.49,128.37,54.84
2017-09-25,45.68,81.878,1.04,68.0,92.57,248.93,8.5247220993042,82.97,128.16,54.49
2017-09-26,45.68,81.84,1.05,67.85,92.78,249.08,8.516849517822266,83.11,128.19,54.34
2017-09-27,45.68,81.59,1.05,67.9,91.89,250.05,8.49323844909668,82.36,128.89,54.29
2017-09-28,45.67,81.61,1.04,68.08,92.5,250.35,8.49323844909668,82.92,129.1,54.42
2017-09-29,45.69,81.62,1.04,68.48,92.51,251.23,8.502700805664062,83.09,129.52,54.73
2017-10-02,45.69,81.59,1.0,68.42,92.28,252.32,8.502700805664062,82.97,130.2,54.73
2017-10-03,45.69,81.63,1.05,68.65,92.25,252.86,8.510591506958008,82.85,130.46,55.04
2017-10-04,45.68,81.63,1.06,68.52,92.8,253.16,8.510591506958008,83.27,130.59,55.0
2017-10-05,45.69,81.57,1.05,68.48,93.17,254.66,8.502700805664062,83.57,131.28,55.02
2017-10-06,45.68,81.48,1.05,68.43,92.93,254.37,8.494812965393066,83.3,131.19,54.95
2017-10-10,45.68,81.6,1.06,69.1,93.36,254.62,8.502700805664062,83.75,131.24,55.42
2017-10-11,45.68,81.64,1.08,69.27,93.72,255.02,8.502700805664062,84.03,131.42,55.67
2017-10-12,45.7,81.71,1.07,69.21,94.2,254.64,8.510591506958008,84.57,131.26,55.62
2017-10-13,45.7,81.879,1.07,69.57,94.52,254.95,8.526366233825684,84.79,131.36,55.99
2017-10-16,45.69,81.8,1.09,69.52,93.99,255.29,8.518479347229004,84.37,131.45,55.93
2017-10-17,45.7,81.81,1.07,69.34,94.07,255.47,8.518479347229004,84.47,131.51,55.78
2017-10-18,45.7,81.68,1.07,69.54,93.86,255.72,8.502700805664062,84.38,131.68,55.92
2017-10-19,45.7,81.72,1.08,69.43,93.59,255.79,8.510591506958008,84.13,131.71,55.69
2017-10-20,45.71,81.52,1.09,69.34,93.01,257.11,8.48692798614502,83.65,132.42,55.66
2017-10-23,45.7,81.59,1.08,69.19,92.87,256.11,8.494812965393066,83.33,131.86,55.51
2017-10-24,45.72,81.45,1.1,69.3,92.13,256.56,8.479037284851074,82.83,132.09,55.61
2017-10-25,45.72,81.38,1.1,69.03,91.97,255.29,8.471153259277344,82.59,131.4,55.41
2017-10-26,45.72,81.281,1.09,69.02,91.29,255.62,8.455378532409668,81.91,131.57,55.33
2017-10-27,45.72,81.46,1.08,69.18,91.64,257.71,8.471153259277344,82.28,132.64,55.55
2017-10-30,45.71,81.65,1.1,69.34,91.44,256.75,8.494812965393066,82.21,132.06,55.58
2017-10-31,45.72,81.6,1.13,69.63,91.47,257.15,8.51220417022705,82.2,132.33,55.84
2017-11-01,45.72,81.65,1.16,69.7,92.05,257.49,8.51220417022705,82.6,132.44,56.02
2017-11-02,45.71,81.73,1.15,69.91,92.58,257.59,8.52010726928711,83.3,132.47,56.14
2017-11-03,45.71,81.8,1.16,69.8,92.31,258.45,8.528008460998535,83.09,132.82,56.03
2017-11-06,45.72,81.86,1.17,69.9,92.94,258.85,8.535911560058594,83.65,133.07,56.22
2017-11-07,45.72,81.89,1.2,69.64,93.8,258.67,8.535911560058594,84.33,132.84,56.01
2017-11-08,45.72,81.83,1.21,69.87,94.21,259.11,8.528008460998535,84.75,133.06,56.22
2017-11-09,45.71,81.75,1.22,69.47,94.47,258.17,8.52010726928711,84.84,132.52,55.89
2017-11-10,45.72,81.42,1.21,69.28,94.71,258.09,8.488492965698242,84.93,132.54,55.73
